STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSPORT_MODE,Transport mode,VEHICLE_TYPE,Vehicle type,INFRASTRUCTURE_TYPE,Infrastructure type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2019,,737555,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2018,,721440,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2017,,707376,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2016,,697080,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2015,,682018,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2014,,676606,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2013,,659102,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2012,,660971,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2011,,653682,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2010,,651061,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2009,,661967,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2008,,666601,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2007,,673092,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2006,,672433,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2005,,666714,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2004,,672459,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2003,,667356,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2002,,672719,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2001,,651396,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2000,,638566,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,CHE,Switzerland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2023,,88519,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,CHE,Switzerland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2022,,86025,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,CHE,Switzerland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2021,,80112,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,CHE,Switzerland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2020,,75351,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,CHE,Switzerland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2019,,97852,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,CHE,Switzerland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2018,,96897,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,CHE,Switzerland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2017,,95742,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,CHE,Switzerland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2016,,93970,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,DEU,Germany,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2023,,863600,,P,Provisional value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,DEU,Germany,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2022,,848600,,P,Provisional value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,DEU,Germany,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2021,,791200,,P,Provisional value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,GBR,United Kingdom,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2020,,505260,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,SWE,Sweden,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2016,,93736,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,SWE,Sweden,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2000,,103655,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,ESP,Spain,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2014,,308704,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,ESP,Spain,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2000,,279985,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2011,,189103,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2000,,130128,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,NLD,Netherlands,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2018,,147530,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,NLD,Netherlands,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2010,,144200,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,KOR,Korea,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2008,,210310,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,JPN,Japan,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2000,,869669,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,ITA,Italy,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2000,,713931,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,FRA,France,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2012,,842057,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,FIN,Finland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2017,,66600,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,FIN,Finland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2016,,57007,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,CZE,Czechia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2010,,63570,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2022,,237317,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2021,,231720,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2017,,221545,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2016,,213318,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2015,,200570,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2014,,197032,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2013,,193336,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2012,,189324,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2010,,188810,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2009,,182758,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2008,,172620,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2007,,162280,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2006,,156635,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2005,,152276,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2004,,146827,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2003,,141297,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2002,,135828,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,POL,Poland,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2001,,132335,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2024,,13102,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2023,,12482,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2022,,10919,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2021,,10810,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2020,,9690,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2019,,9703,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2018,,9452,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2017,,9168,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2016,,7192,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2015,,6987,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2014,,6769,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2013,,5964,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2012,,5116,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2011,,5322,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2010,,4683,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2009,,4244,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2008,,4215,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2007,,3974,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2006,,3806,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2005,,3974,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2004,,4200,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2003,,4637,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2002,,4687,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2001,,4671,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MKD,North Macedonia,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2000,,4793,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MLT,Malta,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2024,,2349,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MLT,Malta,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2023,,2392,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSPASS(1.0),Annual passenger transport,I,MLT,Malta,A,Annual,PASSENGER,Passenger transport,PASKM,Passenger-kilometres,ROAD,Road,CARS,Passenger cars,_T,Total,2022,,2321,,E,Estimated value,6,Millions,1,One
